#: table_doi: 10.17182/hepdata.46134.v1/t18
#: name: Table 18
#: description: Spin density matrix elements as a function of ABS(T) for electroproduction data in the W region 40 to 160 GeV.

#: data_file: Table18.yaml
#: keyword reactions: E- P --> E- J/PSI P | E+ P --> E+ J/PSI P | GAMMA P --> J/PSI P
#: keyword observables: POL.RHO
#: keyword phrases: Exclusive | J/Psi | Polarization | Photoproduction | Electron production
#: keyword cmenergies: 40.0-160.0
#: RE,GAMMA P --> J/PSI P
#: W [GEV],40 TO 160
#: Q**2 [GEV**2],8.9 (BIN=2 TO 80)
#: SQRT(S) [GeV],40.0-160.0
'ABS(T) [GEV**2]','POL.RHO(ALPHA=04//MM=00)','stat +','stat -','sys +','sys -'
0.05,0.32,0.15,-0.15,0.06,-0.06
0.19,0.22,0.13,-0.13,0.06,-0.06
0.64,0.05,0.1,-0.1,0.05,-0.05
3.0,0.23,0.19,-0.19,0.06,-0.06

#: RE,GAMMA P --> J/PSI P
#: W [GEV],40 TO 160
#: Q**2 [GEV**2],8.9 (BIN=2 TO 80)
#: SQRT(S) [GeV],40.0-160.0
'ABS(T) [GEV**2]','POL.RHO(ALPHA=04//MM=1-1)','stat +','stat -','sys +','sys -'
0.05,-0.13,0.11,-0.11,0.04,-0.04
0.19,-0.07,0.1,-0.1,0.04,-0.04
0.64,-0.071,0.083,-0.083,0.036,-0.036
3.0,0.06,0.13,-0.13,0.03,-0.03

